Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude
48,20,fv,84.0,11096,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,av,glq,24.0,unf,0.0,1632.0,1656.0,gasa,ex,y,sbrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2006.0,rfn,3.0,826.0,ta,ta,y,0,146,0,0,0,0,unknown,,unknown,0,7,2007,wd,normal,249700.0,-93.643974,42.052269
49,190,rm,33.0,4456,pave,no_alley_access,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,2fmcon,2story,4,5,1920,2008,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,736.0,736.0,gasa,gd,y,sbrkr,736,716,0,1452,0.0,0.0,2,0,2,3,ta,8,typ,0,,no_garage,,no_garage,0.0,0.0,,,n,0,0,102,0,0,0,unknown,,unknown,0,6,2009,new,partial,113000.0,-93.618648,42.0296722
50,20,rl,66.0,7742,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,7,1966,1966,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,763.0,unf,0.0,192.0,955.0,gasa,ex,y,sbrkr,955,0,0,955,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1966.0,unf,1.0,386.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,1,2007,wd,normal,127000.0,-93.677601,42.031139
51,60,rl,,13869,pave,no_alley_access,ir2,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,6,6,1997,1997,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,av,glq,182.0,unf,0.0,612.0,794.0,gasa,gd,y,sbrkr,794,676,0,1470,0.0,1.0,2,0,3,1,ta,6,typ,0,,attchd,1997.0,fin,2.0,388.0,ta,ta,y,0,75,0,0,0,0,unknown,,unknown,0,7,2007,wd,normal,177000.0,-93.636146,42.061664
52,50,rm,52.0,6240,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,6,1934,1950,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,816.0,816.0,gasa,ta,y,sbrkr,816,0,360,1176,0.0,0.0,1,0,3,1,ta,6,typ,1,gd,detchd,1985.0,unf,2.0,528.0,ta,ta,y,112,0,0,0,0,0,unknown,mnprv,shed,400,9,2006,wd,normal,114500.0,-93.623642,42.032299
53,90,rm,110.0,8472,grvl,no_alley_access,ir2,bnk,allpub,corner,mod,idotrr,rrnn,norm,duplex,1story,5,5,1963,1963,gable,compshg,wd sdng,wd sdng,unknown,0.0,fa,ta,cblock,gd,ta,gd,lwq,104.0,glq,712.0,0.0,816.0,gasa,ta,n,sbrkr,816,0,0,816,1.0,0.0,1,0,2,1,ta,5,typ,0,,carport,1963.0,unf,2.0,516.0,ta,ta,y,106,0,0,0,0,0,unknown,,unknown,0,5,2010,wd,normal,110000.0,-93.629495,42.020693
54,20,rl,68.0,50271,pave,no_alley_access,ir1,low,allpub,inside,gtl,veenker,norm,norm,1fam,1story,9,5,1981,1987,gable,wdshngl,wdshing,wd shng,unknown,0.0,gd,ta,cblock,ex,ta,gd,glq,1810.0,unf,0.0,32.0,1842.0,gasa,gd,y,sbrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,gd,5,typ,1,gd,attchd,1981.0,fin,3.0,894.0,ta,ta,y,857,72,0,0,0,0,unknown,,unknown,0,11,2006,wd,normal,385000.0,-93.658237,42.037409
55,80,rl,60.0,7134,pave,no_alley_access,reg,bnk,allpub,inside,mod,names,norm,norm,1fam,slvl,5,5,1955,1955,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,384.0,unf,0.0,0.0,384.0,gasa,ta,y,sbrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,ta,6,min1,1,ta,detchd,1962.0,unf,2.0,572.0,ta,ta,y,0,50,0,0,0,0,unknown,mnprv,unknown,0,2,2007,wd,normal,130000.0,-93.612401,42.03846
56,20,rl,100.0,10175,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,5,1964,1964,gable,compshg,hdboard,plywood,brkface,272.0,ta,ta,cblock,ta,ta,no,blq,490.0,unf,0.0,935.0,1425.0,gasa,gd,y,sbrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,ta,7,typ,1,gd,attchd,1964.0,rfn,2.0,576.0,ta,ta,y,0,0,0,407,0,0,unknown,,unknown,0,7,2008,wd,normal,180500.0,-93.629555,42.04066
57,160,fv,24.0,2645,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhs,2story,8,5,1999,2000,gable,compshg,metalsd,metalsd,brkface,456.0,gd,ta,pconc,gd,ta,no,glq,649.0,unf,0.0,321.0,970.0,gasa,ex,y,sbrkr,983,756,0,1739,1.0,0.0,2,1,3,1,gd,7,typ,0,,attchd,1999.0,fin,2.0,480.0,ta,ta,y,115,0,0,0,0,0,unknown,,unknown,0,8,2009,wd,abnorml,172500.0,-93.641799,42.047171
58,60,rl,89.0,11645,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,860.0,860.0,gasa,ex,y,sbrkr,860,860,0,1720,0.0,0.0,2,1,3,1,gd,7,typ,0,,attchd,2004.0,rfn,2.0,565.0,ta,ta,y,0,70,0,0,0,0,unknown,,unknown,0,8,2006,wd,normal,196500.0,-93.685369,42.01397
59,60,rl,66.0,13682,pave,no_alley_access,ir2,hls,allpub,culdsac,gtl,stonebr,norm,norm,1fam,2story,10,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,1031.0,ex,ta,pconc,ex,ta,gd,unf,0.0,unf,0.0,1410.0,1410.0,gasa,ex,y,sbrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,gd,10,typ,1,gd,builtin,2006.0,fin,3.0,641.0,ta,ta,y,192,0,37,0,0,0,unknown,,unknown,0,10,2006,new,partial,438780.0,-93.626477,42.061096
60,20,rl,60.0,7200,pave,no_alley_access,reg,bnk,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,5,7,1972,1972,gable,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,av,alq,632.0,unf,0.0,148.0,780.0,gasa,ex,y,sbrkr,780,0,0,780,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1973.0,unf,1.0,352.0,ta,ta,y,196,0,0,0,0,0,unknown,mnprv,unknown,0,1,2008,wd,normal,124900.0,-93.683309,42.020991
61,20,rl,63.0,13072,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyerw,rrae,norm,1fam,1story,6,5,2004,2004,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,alq,941.0,unf,0.0,217.0,1158.0,gasa,ex,y,sbrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,gd,5,typ,0,,detchd,2006.0,unf,2.0,576.0,ta,ta,y,0,50,0,0,0,0,unknown,,unknown,0,5,2006,new,partial,158000.0,-93.690959,42.037827
62,75,rm,60.0,7200,pave,no_alley_access,reg,lvl,allpub,inside,gtl,idotrr,norm,norm,1fam,2.5unf,5,7,1920,1996,gable,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,fa,no,unf,0.0,unf,0.0,530.0,530.0,gasa,ta,n,sbrkr,581,530,0,1111,0.0,0.0,1,0,3,1,fa,6,typ,0,,detchd,1935.0,unf,1.0,288.0,ta,ta,n,0,0,144,0,0,0,unknown,,unknown,0,3,2007,wd,normal,101000.0,-93.6263765,42.0238391
63,120,rl,44.0,6442,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,twnhse,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,178.0,gd,ta,pconc,gd,gd,mn,glq,24.0,unf,0.0,1346.0,1370.0,gasa,ex,y,sbrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2006.0,rfn,2.0,484.0,ta,ta,y,120,49,0,0,0,0,unknown,,unknown,0,10,2007,wd,normal,202500.0,-93.649291,42.058284
64,70,rm,50.0,10300,pave,no_alley_access,ir1,bnk,allpub,inside,gtl,oldtown,rran,feedr,1fam,2story,7,6,1921,1950,gable,compshg,stucco,stucco,unknown,0.0,ta,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,576.0,576.0,gasa,gd,y,sbrkr,902,808,0,1710,0.0,0.0,2,0,3,1,ta,9,typ,0,,detchd,1990.0,unf,2.0,480.0,ta,ta,y,12,11,64,0,0,0,unknown,gdprv,unknown,0,4,2010,wd,normal,140000.0,-93.62338,42.027986
65,60,rl,,9375,pave,no_alley_access,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,1997,1998,gable,compshg,vinylsd,vinylsd,brkface,573.0,ta,ta,pconc,gd,ta,no,glq,739.0,unf,0.0,318.0,1057.0,gasa,ex,y,sbrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,gd,8,typ,0,,attchd,1998.0,rfn,2.0,645.0,ta,ta,y,576,36,0,0,0,0,unknown,gdprv,unknown,0,2,2009,wd,normal,219500.0,-93.681411,42.017856
66,60,rl,76.0,9591,pave,no_alley_access,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,8,5,2004,2005,gable,compshg,vinylsd,vinylsd,brkface,344.0,gd,ta,pconc,ex,ta,av,unf,0.0,unf,0.0,1143.0,1143.0,gasa,ex,y,sbrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,gd,9,typ,1,gd,builtin,2004.0,rfn,3.0,852.0,ta,ta,y,192,151,0,0,0,0,unknown,,unknown,0,10,2007,wd,normal,317000.0,-93.654689,42.060576
67,20,rl,,19900,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,posa,norm,1fam,1story,7,5,1970,1989,gable,compshg,plywood,plywood,brkface,287.0,ta,ta,cblock,gd,ta,gd,glq,912.0,unf,0.0,1035.0,1947.0,gasa,ta,y,sbrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,ta,7,min1,1,gd,attchd,1970.0,rfn,2.0,576.0,ta,ta,y,301,0,0,0,0,0,unknown,,unknown,0,7,2010,wd,normal,180000.0,-93.614307,42.049514
68,20,rl,72.0,10665,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,167.0,gd,ta,pconc,gd,ta,av,glq,1013.0,unf,0.0,440.0,1453.0,gasa,ex,y,sbrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2003.0,rfn,2.0,558.0,ta,ta,y,144,29,0,0,0,0,unknown,,unknown,0,6,2007,wd,normal,226000.0,-93.691469,42.016297
69,30,rm,47.0,4608,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,artery,norm,1fam,1story,4,6,1945,1950,gable,compshg,metalsd,metalsd,unknown,0.0,ta,gd,cblock,ta,ta,no,unf,0.0,unf,0.0,747.0,747.0,gasa,ta,y,sbrkr,747,0,0,747,0.0,0.0,1,0,2,1,ta,4,typ,0,,attchd,1945.0,unf,1.0,220.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2010,wd,normal,80000.0,-93.615431,42.033644
70,50,rl,81.0,15593,pave,no_alley_access,reg,lvl,allpub,corner,gtl,clearcr,norm,norm,1fam,1.5fin,7,4,1953,1953,gable,compshg,brkface,asbshng,unknown,0.0,gd,ta,cblock,ta,ta,no,blq,603.0,unf,0.0,701.0,1304.0,gasw,ta,y,sbrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,ta,7,typ,1,ta,attchd,1953.0,fin,2.0,667.0,ta,ta,y,0,21,114,0,0,0,unknown,,unknown,0,7,2006,wd,normal,225000.0,-93.662039,42.032575
71,20,rl,95.0,13651,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,7,6,1973,1973,gable,compshg,plywood,plywood,brkface,1115.0,ta,gd,cblock,gd,ta,gd,alq,1880.0,unf,0.0,343.0,2223.0,gasa,ex,y,sbrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,ta,8,typ,2,gd,attchd,1973.0,fin,2.0,516.0,ta,ta,y,300,0,0,0,0,0,unknown,,unknown,0,2,2007,wd,normal,244000.0,-93.617273,42.049671
72,20,rl,69.0,7599,pave,no_alley_access,reg,lvl,allpub,corner,gtl,mitchel,norm,norm,1fam,1story,4,6,1982,2006,gable,compshg,hdboard,plywood,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,565.0,unf,0.0,280.0,845.0,gasa,ta,y,sbrkr,845,0,0,845,1.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1987.0,unf,2.0,360.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,6,2007,wd,normal,129500.0,-93.604858,41.987606
73,60,rl,74.0,10141,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,7,5,1998,1998,gable,compshg,vinylsd,vinylsd,brkface,40.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,832.0,832.0,gasa,gd,y,sbrkr,885,833,0,1718,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1998.0,fin,2.0,427.0,ta,ta,y,0,94,0,0,291,0,unknown,,unknown,0,12,2009,wd,normal,185000.0,-93.639069,42.059129
74,20,rl,85.0,10200,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1954,2003,gable,compshg,wd sdng,wd sdng,brkface,104.0,ta,ta,cblock,ta,ta,no,alq,320.0,blq,362.0,404.0,1086.0,gasa,gd,y,sbrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,ta,6,typ,0,,attchd,1989.0,unf,2.0,490.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,5,2010,wd,normal,144900.0,-93.618788,42.038249
75,50,rm,60.0,5790,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2story,3,6,1915,1950,gambrel,compshg,vinylsd,vinylsd,unknown,0.0,gd,gd,cblock,fa,ta,no,unf,0.0,unf,0.0,840.0,840.0,gasa,gd,n,sbrkr,840,765,0,1605,0.0,0.0,2,0,3,2,ta,8,typ,0,,detchd,1915.0,unf,1.0,379.0,ta,ta,y,0,0,202,0,0,0,unknown,,unknown,0,5,2010,wd,normal,107400.0,-93.614002,42.033279
76,180,rm,21.0,1596,pave,no_alley_access,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhs,slvl,4,5,1973,1973,gable,compshg,cemntbd,cmentbd,unknown,0.0,ta,ta,cblock,gd,ta,gd,glq,462.0,unf,0.0,0.0,462.0,gasa,ta,y,sbrkr,526,462,0,988,1.0,0.0,1,0,2,1,ta,5,typ,0,,builtin,1973.0,unf,1.0,297.0,ta,ta,y,120,101,0,0,0,0,unknown,gdwo,unknown,0,11,2009,wd,normal,91000.0,-93.604252,41.991786
77,20,rl,,8475,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,7,1956,1956,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,cblock,ta,ta,no,alq,228.0,unf,0.0,724.0,952.0,gasa,ex,y,fusea,952,0,0,952,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1956.0,unf,1.0,283.0,ta,ta,y,0,0,0,0,0,0,unknown,,unknown,0,4,2008,wd,normal,135750.0,-93.622662,42.044773
78,50,rm,50.0,8635,pave,no_alley_access,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,5,5,1948,2001,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,cblock,ta,ta,no,blq,336.0,glq,41.0,295.0,672.0,gasa,ta,y,sbrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,ta,6,min1,0,,detchd,1948.0,unf,1.0,240.0,ta,ta,y,0,0,0,0,0,0,unknown,mnprv,unknown,0,1,2008,wd,normal,127000.0,-93.6218858,42.031057
79,90,rl,72.0,10778,pave,no_alley_access,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,duplex,1story,4,5,1968,1968,hip,compshg,hdboard,hdboard,unknown,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1768.0,1768.0,gasa,ta,n,sbrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,ta,8,typ,0,,no_garage,,no_garage,0.0,0.0,,,y,0,0,0,0,0,0,unknown,,unknown,0,4,2010,wd,normal,136500.0,-93.671076,42.033387
80,50,rm,60.0,10440,pave,grvl,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2story,5,6,1910,1981,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,440.0,440.0,gasa,gd,y,sbrkr,682,548,0,1230,0.0,0.0,1,1,2,1,ta,5,typ,0,,detchd,1966.0,unf,2.0,440.0,ta,ta,y,74,0,128,0,0,0,unknown,mnprv,unknown,0,5,2009,wd,normal,110000.0,-93.615583,42.033273
81,60,rl,100.0,13000,pave,no_alley_access,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,2story,6,6,1968,1968,gable,compshg,vinylsd,vinylsd,brkface,576.0,ta,gd,cblock,gd,ta,no,rec,448.0,unf,0.0,448.0,896.0,gasa,ta,y,sbrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,gd,8,typ,1,gd,attchd,1968.0,fin,1.0,509.0,ta,ta,y,0,72,0,0,252,0,unknown,,unknown,0,6,2009,wd,normal,193500.0,-93.614619,42.04806
82,120,rm,32.0,4500,pave,no_alley_access,reg,lvl,allpub,fr2,gtl,mitchel,norm,norm,twnhse,1story,6,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,443.0,ta,gd,pconc,ex,gd,no,glq,1201.0,unf,0.0,36.0,1237.0,gasa,ex,y,sbrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,ta,5,typ,0,,attchd,1998.0,fin,2.0,405.0,ta,ta,y,0,199,0,0,0,0,unknown,,unknown,0,3,2006,wd,normal,153500.0,-93.608195,41.99315
83,20,rl,78.0,10206,pave,no_alley_access,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,468.0,ta,ta,pconc,gd,ta,no,glq,33.0,unf,0.0,1530.0,1563.0,gasa,ex,y,sbrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,gd,6,typ,1,gd,attchd,2007.0,rfn,3.0,758.0,ta,ta,y,144,99,0,0,0,0,unknown,,unknown,0,10,2008,wd,normal,245000.0,-93.642376,42.054306
84,20,rl,80.0,8892,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1960,1960,gable,compshg,metalsd,metalsd,brkcmn,66.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1065.0,1065.0,gasa,gd,y,sbrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,ta,6,typ,0,,detchd,1974.0,unf,2.0,461.0,ta,ta,y,74,0,0,0,0,0,unknown,,unknown,0,7,2007,cod,normal,126500.0,-93.624606,42.04227
85,80,rl,,8530,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7,5,1995,1996,gable,compshg,hdboard,hdboard,brkface,22.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,384.0,384.0,gasa,gd,y,sbrkr,804,670,0,1474,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1995.0,fin,2.0,400.0,ta,ta,y,120,72,0,0,0,0,unknown,,shed,700,5,2009,wd,normal,168500.0,-93.637442,42.060598
86,60,rl,121.0,16059,pave,no_alley_access,reg,lvl,allpub,corner,gtl,noridge,norm,norm,1fam,2story,8,5,1991,1992,hip,compshg,hdboard,hdboard,brkface,284.0,gd,ta,cblock,gd,ta,no,unf,0.0,unf,0.0,1288.0,1288.0,gasa,ex,y,sbrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,gd,9,typ,1,ta,attchd,1991.0,unf,2.0,462.0,ta,ta,y,127,82,0,0,0,0,unknown,,unknown,0,4,2006,wd,normal,260000.0,-93.653876,42.045763
87,60,rl,122.0,11911,pave,no_alley_access,ir2,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,2005,2005,gable,compshg,vinylsd,vinylsd,unknown,0.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,684.0,684.0,gasa,ex,y,sbrkr,684,876,0,1560,0.0,0.0,2,1,3,1,gd,6,typ,1,gd,builtin,2005.0,fin,2.0,400.0,ta,ta,y,100,38,0,0,0,0,unknown,,unknown,0,3,2009,wd,normal,174000.0,-93.645627,42.062404
88,160,fv,40.0,3951,pave,pave,reg,lvl,allpub,corner,gtl,somerst,norm,norm,twnhse,2story,6,5,2009,2009,gable,compshg,vinylsd,vinylsd,stone,76.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,612.0,612.0,gasa,ex,y,sbrkr,612,612,0,1224,0.0,0.0,2,1,2,1,gd,4,typ,0,,detchd,2009.0,rfn,2.0,528.0,ta,ta,y,0,234,0,0,0,0,unknown,,unknown,0,6,2009,new,partial,164500.0,-93.646316,42.048416
89,50,c,105.0,8470,pave,no_alley_access,ir1,lvl,allpub,corner,gtl,idotrr,feedr,feedr,1fam,1.5fin,3,2,1915,1982,hip,compshg,plywood,plywood,unknown,0.0,fa,fa,cblock,ta,fa,no,unf,0.0,unf,0.0,1013.0,1013.0,gasa,ta,n,sbrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,fa,6,typ,0,,no_garage,,no_garage,0.0,0.0,,,n,0,0,156,0,0,0,unknown,mnprv,unknown,0,10,2009,conld,abnorml,85000.0,-93.616895,42.020184
90,20,rl,60.0,8070,pave,no_alley_access,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,4,5,1994,1995,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,ta,pconc,gd,ta,no,glq,588.0,unf,0.0,402.0,990.0,gasa,ex,y,sbrkr,990,0,0,990,1.0,0.0,1,0,3,1,ta,5,typ,0,,no_garage,,no_garage,0.0,0.0,,,y,0,0,0,0,0,0,unknown,,unknown,0,8,2007,wd,normal,123600.0,-93.692415,42.019028
91,20,rl,60.0,7200,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,5,1950,1950,gable,compshg,brkface,wd sdng,unknown,0.0,ta,ta,slab,,unknown,no_basement,no_basement,0.0,no_basement,0.0,0.0,0.0,gasa,ta,y,fusea,1040,0,0,1040,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1950.0,unf,2.0,420.0,ta,ta,y,0,29,0,0,0,0,unknown,,unknown,0,7,2006,wd,normal,109900.0,-93.608904,42.036099
92,20,rl,85.0,8500,pave,no_alley_access,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,3,1961,1961,hip,compshg,hdboard,hdboard,brkcmn,203.0,ta,ta,cblock,ta,ta,no,rec,600.0,unf,0.0,635.0,1235.0,gasa,ta,y,sbrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,ta,6,typ,0,,attchd,1961.0,unf,2.0,480.0,ta,ta,y,0,0,0,0,0,0,unknown,gdwo,unknown,0,12,2006,wd,abnorml,98600.0,-93.616012,42.04665
93,30,rl,80.0,13360,pave,grvl,ir1,hls,allpub,inside,gtl,crawfor,norm,norm,1fam,1story,5,7,1921,2006,gable,compshg,wd sdng,wd sdng,unknown,0.0,ta,gd,brktil,gd,ta,no,alq,713.0,unf,0.0,163.0,876.0,gasa,ex,y,sbrkr,964,0,0,964,1.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1921.0,unf,2.0,432.0,ta,ta,y,0,0,44,0,0,0,unknown,,unknown,0,8,2009,wd,normal,163500.0,-93.640592,42.017574
94,190,c,60.0,7200,pave,no_alley_access,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,2fmcon,2.5unf,6,6,1910,1998,hip,compshg,metalsd,metalsd,unknown,0.0,ta,ta,brktil,ta,fa,mn,rec,1046.0,unf,0.0,168.0,1214.0,gasw,ex,n,sbrkr,1260,1031,0,2291,0.0,1.0,2,0,4,2,ta,9,typ,1,gd,detchd,1900.0,unf,2.0,506.0,ta,ta,y,0,0,0,0,99,0,unknown,,unknown,0,11,2007,wd,normal,133900.0,-93.612191,42.027154
95,60,rl,69.0,9337,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,6,5,1997,1997,gable,compshg,vinylsd,vinylsd,unknown,0.0,ta,gd,pconc,gd,ta,no,glq,648.0,unf,0.0,176.0,824.0,gasa,ex,y,sbrkr,905,881,0,1786,1.0,0.0,2,1,3,1,gd,7,typ,0,,attchd,1997.0,rfn,2.0,684.0,ta,ta,y,0,162,0,0,0,0,unknown,,unknown,0,5,2007,wd,normal,204750.0,-93.690633,42.018378
96,60,rl,,9765,pave,no_alley_access,ir2,lvl,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,6,8,1993,1993,gable,compshg,vinylsd,vinylsd,brkface,68.0,ex,gd,pconc,gd,gd,no,alq,310.0,unf,0.0,370.0,680.0,gasa,gd,y,sbrkr,680,790,0,1470,0.0,0.0,2,1,3,1,ta,6,typ,1,ta,builtin,1993.0,fin,2.0,420.0,ta,ta,y,232,63,0,0,0,0,unknown,,shed,480,4,2009,wd,normal,185000.0,-93.637046,42.058059
97,20,rl,78.0,10264,pave,no_alley_access,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,1999,1999,gable,compshg,vinylsd,vinylsd,brkface,183.0,gd,ta,pconc,gd,ta,av,alq,1162.0,unf,0.0,426.0,1588.0,gasa,ex,y,sbrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,1999.0,rfn,2.0,472.0,ta,ta,y,158,29,0,0,0,0,unknown,,unknown,0,8,2006,wd,normal,214000.0,-93.690215,42.017631
